date,symbol,direction,entry_price,exit_price,return,win,score,technical_score,seasonal_score,period
2023-07-05 04:00:00+00:00,CCI,LONG,117.87,116.68,-1.0095868329515547,False,0,0.6266805437158032,0,Q3 2023
2023-07-05 04:00:00+00:00,AMD,NEUTRAL,113.95,113.48,0.41246160596752857,True,0,0.6243013823557368,0,Q3 2023
2023-07-05 04:00:00+00:00,NVDA,NEUTRAL,423.17,421.03,0.5057069262944073,True,0,0.6225409687476837,0,Q3 2023
2023-07-05 04:00:00+00:00,TSLA,NEUTRAL,282.48,276.54,2.102803738317756,True,0,0.6197957437828203,0,Q3 2023
2023-07-05 04:00:00+00:00,DE,NEUTRAL,404.66,401.17,0.8624524291998243,True,0,0.5983783240551526,0,Q3 2023
2023-07-05 04:00:00+00:00,AAPL,LONG,191.33,191.81,0.2508754507918203,True,0,0.5873765092895846,0,Q3 2023
2023-07-05 04:00:00+00:00,EOG,LONG,114.29,112.25,-1.7849330650100674,False,0,0.58068582902503,0,Q3 2023
2023-07-05 04:00:00+00:00,GOOGL,NEUTRAL,121.75,120.11,1.3470225872689943,True,0,0.5766156908122121,0,Q3 2023
2023-07-05 04:00:00+00:00,VLO,LONG,116.75,113.46,-2.8179871520342665,False,0,0.567395567744672,0,Q3 2023
2023-07-05 04:00:00+00:00,CAT,NEUTRAL,244.83,240.58,1.735898378466691,True,0,0.563120173316147,0,Q3 2023
2023-07-06 04:00:00+00:00,NVDA,NEUTRAL,421.03,425.03,-0.950051065244757,False,0,0.6416423373610374,0,Q3 2023
2023-07-06 04:00:00+00:00,TSLA,NEUTRAL,276.54,274.43,0.7629999276777368,True,0,0.6209182264369273,0,Q3 2023
2023-07-06 04:00:00+00:00,AAPL,LONG,191.81,190.68,-0.5891246546061183,False,0,0.5854946239878722,0,Q3 2023
2023-07-06 04:00:00+00:00,MSFT,NEUTRAL,341.27,337.22,1.186743634072715,True,0,0.5831227100920083,0,Q3 2023
2023-07-06 04:00:00+00:00,AMD,NEUTRAL,113.48,113.17,0.27317589002467596,True,0,0.5821727503467031,0,Q3 2023
2023-07-06 04:00:00+00:00,AMZN,NEUTRAL,128.36,129.78,-1.106263633530685,False,0,0.5789949689039569,0,Q3 2023
2023-07-06 04:00:00+00:00,CCI,NEUTRAL,116.68,115.53,0.9856016455262304,True,0,0.5776511085274305,0,Q3 2023
2023-07-06 04:00:00+00:00,GOOGL,NEUTRAL,120.11,119.48,0.5245191907418162,True,0,0.5655128909483418,0,Q3 2023
2023-07-06 04:00:00+00:00,FDX,NEUTRAL,247.67,251.25,-1.445471797149438,False,0,0.5459241813876048,0,Q3 2023
2023-07-06 04:00:00+00:00,CAT,SHORT,240.58,245.18,-1.912045889101336,False,0,0.5213243582813563,0,Q3 2023
2023-07-07 04:00:00+00:00,FDX,LONG,251.25,251.69,0.17512437810945183,True,0,0.6236642710733058,0,Q3 2023
2023-07-07 04:00:00+00:00,TSLA,NEUTRAL,274.43,269.61,1.756367744051304,True,0,0.6207974105519269,0,Q3 2023
2023-07-07 04:00:00+00:00,NVDA,NEUTRAL,425.03,421.8,0.7599463567277513,True,0,0.5898740211602169,0,Q3 2023
2023-07-07 04:00:00+00:00,MSFT,NEUTRAL,337.22,331.83,1.5983630864124438,True,0,0.5812387064575215,0,Q3 2023
2023-07-07 04:00:00+00:00,CCI,NEUTRAL,115.53,115.15,0.32891889552496795,True,0,0.5742792154888599,0,Q3 2023
2023-07-07 04:00:00+00:00,AMD,SHORT,113.17,113.58,-0.3622868251303319,False,0,0.5707319794380117,0,Q3 2023
2023-07-07 04:00:00+00:00,AMZN,NEUTRAL,129.78,127.13,2.041917090460784,True,0,0.56468998852405,0,Q3 2023
2023-07-07 04:00:00+00:00,EOG,NEUTRAL,116.2,115.77,0.37005163511188194,True,0,0.5446104184314493,0,Q3 2023
2023-07-07 04:00:00+00:00,CAT,NEUTRAL,245.18,248.81,-1.480544905783504,False,0,0.5442763869387689,0,Q3 2023
2023-07-07 04:00:00+00:00,GOOGL,SHORT,119.48,116.45,2.535989286909944,True,0,0.5206596575178364,0,Q3 2023
2023-07-10 04:00:00+00:00,FDX,LONG,251.69,258.4,2.6659779887957327,True,0,0.6076495176145149,0,Q3 2023
2023-07-10 04:00:00+00:00,NVDA,NEUTRAL,421.8,424.05,-0.5334281650071123,False,0,0.5936011831512188,0,Q3 2023
2023-07-10 04:00:00+00:00,TSLA,NEUTRAL,269.61,269.79,-0.06676310225882082,False,0,0.581088040622165,0,Q3 2023
2023-07-10 04:00:00+00:00,CAT,NEUTRAL,248.81,252.85,-1.6237289498010499,False,0,0.5751841264371698,0,Q3 2023
2023-07-10 04:00:00+00:00,AMD,SHORT,113.58,111.32,1.989786934319427,True,0,0.5635300942367683,0,Q3 2023
2023-07-10 04:00:00+00:00,CCI,NEUTRAL,115.15,115.94,-0.6860616587060286,False,0,0.5528361376037464,0,Q3 2023
2023-07-10 04:00:00+00:00,XLE,LONG,81.42,83.21,2.198477032670096,True,0,0.5355677599448971,0,Q3 2023
2023-07-10 04:00:00+00:00,EOG,NEUTRAL,115.77,119.6,-3.308283665889262,False,0,0.531764038853431,0,Q3 2023
2023-07-10 04:00:00+00:00,DE,NEUTRAL,407.09,413.8,-1.6482841632071623,False,0,0.5286352161193081,0,Q3 2023
2023-07-10 04:00:00+00:00,MSFT,SHORT,331.83,332.47,-0.19286984299190646,False,0,0.522523935569427,0,Q3 2023
2023-07-11 04:00:00+00:00,NVDA,NEUTRAL,424.05,439.02,-3.53024407499115,False,0,0.6447351727377247,0,Q3 2023
2023-07-11 04:00:00+00:00,CAT,LONG,252.85,253.6,0.2966185485465691,True,0,0.6432022847579375,0,Q3 2023
2023-07-11 04:00:00+00:00,FDX,LONG,258.4,261.61,1.242260061919519,True,0,0.6334564588452292,0,Q3 2023
2023-07-11 04:00:00+00:00,TSLA,NEUTRAL,269.79,271.99,-0.8154490529671182,False,0,0.5853240237789773,0,Q3 2023
2023-07-11 04:00:00+00:00,AMD,SHORT,111.32,114.58,-2.9284944304707197,False,0,0.5615703615603387,0,Q3 2023
2023-07-11 04:00:00+00:00,EOG,LONG,119.6,121.71,1.7642140468227419,True,0,0.5573526024564746,0,Q3 2023
2023-07-11 04:00:00+00:00,DE,NEUTRAL,413.8,407.67,1.4813919768003856,True,0,0.5375307842509023,0,Q3 2023
2023-07-11 04:00:00+00:00,CCI,NEUTRAL,115.94,116.44,-0.43125754700707264,False,0,0.5331428777340714,0,Q3 2023
2023-07-11 04:00:00+00:00,CVX,LONG,158.12,159.64,0.9612952188211369,True,0,0.5303280037041406,0,Q3 2023
2023-07-11 04:00:00+00:00,MSFT,SHORT,332.47,337.2,-1.4226847535115832,False,0,0.495846385733179,0,Q3 2023
2023-07-12 04:00:00+00:00,NVDA,NEUTRAL,439.02,459.77,-4.726436153250422,False,0,0.6218278997762774,0,Q3 2023
2023-07-12 04:00:00+00:00,CAT,LONG,253.6,255.86,0.8911671924290296,True,0,0.6178352875838737,0,Q3 2023
2023-07-12 04:00:00+00:00,FDX,LONG,261.61,258.46,-1.204082412751819,False,0,0.6098074453416686,0,Q3 2023
2023-07-12 04:00:00+00:00,CCI,LONG,116.44,115.37,-0.9189282033665348,False,0,0.5805284032639336,0,Q3 2023
2023-07-12 04:00:00+00:00,NEM,LONG,45.21,45.47,0.5750940057509356,True,0,0.5762397895222657,0,Q3 2023
2023-07-12 04:00:00+00:00,TSLA,NEUTRAL,271.99,277.9,-2.1728740027206763,False,0,0.568967604076202,0,Q3 2023
2023-07-12 04:00:00+00:00,EOG,LONG,121.71,122.57,0.7065976501520003,True,0,0.5676899804310158,0,Q3 2023
2023-07-12 04:00:00+00:00,AMD,NEUTRAL,114.58,115.92,-1.169488566940132,False,0,0.5612618718274316,0,Q3 2023
2023-07-12 04:00:00+00:00,AMZN,NEUTRAL,130.8,134.3,-2.6758409785932717,False,0,0.5534793824150437,0,Q3 2023
2023-07-12 04:00:00+00:00,GOOGL,SHORT,118.93,124.54,-4.717060455730261,False,0,0.4586526654488752,0,Q3 2023
2023-07-13 04:00:00+00:00,TSLA,NEUTRAL,277.9,281.38,-1.2522490104354151,False,0,0.6247397416411175,0,Q3 2023
2023-07-13 04:00:00+00:00,NVDA,NEUTRAL,459.77,454.69,1.1049002762250657,True,0,0.6247046787181812,0,Q3 2023
2023-07-13 04:00:00+00:00,GOOGL,NEUTRAL,124.54,125.42,-0.7066002890637509,False,0,0.6145196167662252,0,Q3 2023
2023-07-13 04:00:00+00:00,CAT,LONG,255.86,255.62,-0.09380129758462014,False,0,0.600958388089979,0,Q3 2023
2023-07-13 04:00:00+00:00,FDX,LONG,258.46,257.45,-0.39077613557223206,False,0,0.6006920093847034,0,Q3 2023
2023-07-13 04:00:00+00:00,NEM,LONG,45.47,44.98,-1.077633604574449,False,0,0.5775446377176678,0,Q3 2023
2023-07-13 04:00:00+00:00,AMZN,NEUTRAL,134.3,134.68,-0.28294862248696606,False,0,0.5731475751157948,0,Q3 2023
2023-07-13 04:00:00+00:00,AMD,NEUTRAL,115.92,115.94,-0.017253278122839905,False,0,0.5660807709044282,0,Q3 2023
2023-07-13 04:00:00+00:00,EOG,LONG,122.57,118.93,-2.969731581953159,False,0,0.5593066504294208,0,Q3 2023
2023-07-13 04:00:00+00:00,CCI,LONG,115.37,115.65,0.24269740833839049,True,0,0.5587753061081435,0,Q3 2023
2023-07-14 04:00:00+00:00,GOOGL,LONG,125.42,124.65,-0.6139371711050837,False,0,0.6699546869739346,0,Q3 2023
2023-07-14 04:00:00+00:00,NVDA,NEUTRAL,454.69,464.61,-2.181706217422863,False,0,0.6467118659755645,0,Q3 2023
2023-07-14 04:00:00+00:00,AMD,NEUTRAL,115.94,118.32,-2.0527859237536616,False,0,0.6370070118640607,0,Q3 2023
2023-07-14 04:00:00+00:00,TSLA,NEUTRAL,281.38,290.38,-3.1985215722510487,False,0,0.614058889669246,0,Q3 2023
2023-07-14 04:00:00+00:00,CAT,LONG,255.62,257.46,0.7198184805570671,True,0,0.607863716161585,0,Q3 2023
2023-07-14 04:00:00+00:00,FDX,LONG,257.45,254.73,-1.0565158283161775,False,0,0.5948540632022862,0,Q3 2023
2023-07-14 04:00:00+00:00,EOG,LONG,118.93,118.68,-0.21020768519297064,False,0,0.5725920338790591,0,Q3 2023
2023-07-14 04:00:00+00:00,AMZN,NEUTRAL,134.68,133.56,0.831600831600835,True,0,0.5713231153800628,0,Q3 2023
2023-07-14 04:00:00+00:00,NEM,LONG,44.98,44.62,-0.8003557136505102,False,0,0.5646498674535951,0,Q3 2023
2023-07-14 04:00:00+00:00,MSFT,NEUTRAL,345.24,345.73,-0.14193025141930515,False,0,0.5480276092391935,0,Q3 2023
2023-07-17 04:00:00+00:00,CAT,LONG,257.46,263.81,2.4664025479686256,True,0,0.6239315009989639,0,Q3 2023
2023-07-17 04:00:00+00:00,GOOGL,LONG,124.65,123.76,-0.7139991977537108,False,0,0.6228226999065847,0,Q3 2023
2023-07-17 04:00:00+00:00,NVDA,NEUTRAL,464.61,474.94,-2.2233701383956403,False,0,0.6180618736083963,0,Q3 2023
2023-07-17 04:00:00+00:00,DE,LONG,420.6,431.56,2.605801236329049,True,0,0.6116657057970496,0,Q3 2023
2023-07-17 04:00:00+00:00,NEM,LONG,44.62,44.98,0.806813088301209,True,0,0.6106096875766487,0,Q3 2023
2023-07-17 04:00:00+00:00,TSLA,NEUTRAL,290.38,293.34,-1.0193539499965492,False,0,0.60958838548992,0,Q3 2023
2023-07-17 04:00:00+00:00,AMD,NEUTRAL,118.32,117.93,0.32961460446246316,True,0,0.5925801348294776,0,Q3 2023
2023-07-17 04:00:00+00:00,MSFT,LONG,345.73,359.49,3.979984380875247,True,0,0.586736773963112,0,Q3 2023
2023-07-17 04:00:00+00:00,CCI,SHORT,109.99,110.56,-0.5182289299027252,False,0,0.41254874512064055,0,Q3 2023
2023-07-17 04:00:00+00:00,NEE,SHORT,72.66,72.05,0.8395265620699138,True,0,0.3852897731004,0,Q3 2023
2023-07-18 04:00:00+00:00,NVDA,LONG,474.94,470.77,-0.8780056428180435,False,0,0.7012452593971581,0,Q3 2023
2023-07-18 04:00:00+00:00,AMD,LONG,117.93,116.43,-1.271940981938438,False,0,0.6579615605971977,0,Q3 2023
2023-07-18 04:00:00+00:00,MSFT,LONG,359.49,355.08,-1.226737878661444,False,0,0.6568187113213784,0,Q3 2023
