date,symbol,direction,entry_price,exit_price,return,win,score,technical_score,seasonal_score,period
2023-04-04 04:00:00+00:00,NEM,LONG,51.35,52.07,1.4021421616358303,True,0,0.6817344206426486,0.5,Q2 2023
2023-04-04 04:00:00+00:00,EOG,LONG,119.62,120.37,0.6269854539374686,True,0,0.6513002578698001,0.5,Q2 2023
2023-04-04 04:00:00+00:00,XLE,LONG,85.01,86.29,1.5057052111516305,True,0,0.645717214624556,0.5,Q2 2023
2023-04-04 04:00:00+00:00,FDX,LONG,226.49,229.93,1.5188308534593127,True,0,0.6345130340180809,0.5,Q2 2023
2023-04-04 04:00:00+00:00,CVX,LONG,169.04,169.88,0.49692380501656613,True,0,0.630643440327289,0.5,Q2 2023
2023-04-04 04:00:00+00:00,CAT,NEUTRAL,217.45,213.53,1.8027132674177917,True,0,0.6285500354214179,0.5,Q2 2023
2023-04-04 04:00:00+00:00,SO,LONG,69.63,71.5,2.6856240126382374,True,0,0.6128694610021035,0.5,Q2 2023
2023-04-04 04:00:00+00:00,LIN,LONG,357.8,355.61,-0.6120737842370032,False,0,0.6086120542063517,0.5,Q2 2023
2023-04-04 04:00:00+00:00,NVDA,LONG,274.53,268.81,-2.083560995155346,False,0,0.6499204114006384,0.395,Q2 2023
2023-04-04 04:00:00+00:00,QQQ,LONG,319.07,315.92,-0.9872441783934489,False,0,0.5996870846993367,0.5,Q2 2023
2023-04-05 04:00:00+00:00,FDX,LONG,229.93,232.1,0.9437654938459477,True,0,0.7002089533460494,0.5,Q2 2023
2023-04-05 04:00:00+00:00,NEM,LONG,52.07,52.05,-0.038409832917232815,False,0,0.6642513236075407,0.5,Q2 2023
2023-04-05 04:00:00+00:00,EOG,LONG,120.37,119.37,-0.8307717869901138,False,0,0.6466890563926824,0.5,Q2 2023
2023-04-05 04:00:00+00:00,XLE,LONG,86.29,84.98,-1.5181365163981946,False,0,0.6321268122484895,0.5,Q2 2023
2023-04-05 04:00:00+00:00,SO,LONG,71.5,72.31,1.132867132867136,True,0,0.6268005727263855,0.5,Q2 2023
2023-04-05 04:00:00+00:00,CVX,LONG,169.88,167.65,-1.3126913115140038,False,0,0.6200780071791809,0.5,Q2 2023
2023-04-05 04:00:00+00:00,AMZN,LONG,101.1,102.06,0.9495548961424412,True,0,0.6138609527442249,0.5,Q2 2023
2023-04-05 04:00:00+00:00,CAT,NEUTRAL,213.53,209.17,2.04186765325716,True,0,0.5880327524690476,0.5,Q2 2023
2023-04-05 04:00:00+00:00,AMD,SHORT,92.56,92.47,0.09723422644771328,True,0,0.5581332738343985,0.395,Q2 2023
2023-04-05 04:00:00+00:00,NVDA,SHORT,268.81,270.37,-0.580335552992821,False,0,0.551970996912401,0.395,Q2 2023
2023-04-06 04:00:00+00:00,FDX,LONG,232.1,231.6,-0.2154243860404998,False,0,0.6411909443700136,0.5,Q2 2023
2023-04-06 04:00:00+00:00,EOG,LONG,119.37,120.37,0.8377314233056882,True,0,0.639734251120665,0.5,Q2 2023
2023-04-06 04:00:00+00:00,NEM,LONG,52.05,51.09,-1.8443804034582012,False,0,0.6378991521179813,0.5,Q2 2023
2023-04-06 04:00:00+00:00,XLE,LONG,84.98,85.66,0.8001882795951901,True,0,0.6252993416799596,0.5,Q2 2023
2023-04-06 04:00:00+00:00,SO,LONG,72.31,72.04,-0.37339233854238146,False,0,0.6192664339945745,0.5,Q2 2023
2023-04-06 04:00:00+00:00,CVX,LONG,167.65,168.29,0.38174768863703334,True,0,0.6145565112792208,0.5,Q2 2023
2023-04-06 04:00:00+00:00,GOOGL,LONG,108.42,106.44,-1.8262313226342042,False,0,0.6427267596982231,0.395,Q2 2023
2023-04-06 04:00:00+00:00,AMZN,LONG,102.06,102.17,0.10777973740936649,True,0,0.5913437011679077,0.5,Q2 2023
2023-04-06 04:00:00+00:00,CAT,SHORT,209.17,215.53,-3.0405889945977025,False,0,0.5062363274835473,0.5,Q2 2023
2023-04-06 04:00:00+00:00,DE,SHORT,369.65,377.33,-2.0776410117678905,False,0,0.5018391583447858,0.5,Q2 2023
2023-04-10 04:00:00+00:00,NEM,LONG,51.09,49.92,-2.2900763358778655,False,0,0.6393846268160678,0.5,Q2 2023
2023-04-10 04:00:00+00:00,FDX,LONG,231.6,231.53,-0.03022452504317495,False,0,0.6103359922605216,0.5,Q2 2023
2023-04-10 04:00:00+00:00,SO,LONG,72.04,71.83,-0.2915047196002331,False,0,0.60872019551759,0.5,Q2 2023
2023-04-10 04:00:00+00:00,CAT,NEUTRAL,215.53,220.6,-2.352340741428104,False,0,0.5962693463259753,0.5,Q2 2023
2023-04-10 04:00:00+00:00,VLO,LONG,135.1,136.71,1.1917098445595957,True,0,0.5951130248895338,0.5,Q2 2023
2023-04-10 04:00:00+00:00,GOOGL,LONG,106.44,105.35,-1.0240511086057904,False,0,0.6353637996985303,0.395,Q2 2023
2023-04-10 04:00:00+00:00,EOG,NEUTRAL,120.37,121.68,-1.088311040957051,False,0,0.590098366830389,0.5,Q2 2023
2023-04-10 04:00:00+00:00,AMZN,LONG,102.17,99.92,-2.2022119996084957,False,0,0.5729559491921674,0.5,Q2 2023
2023-04-10 04:00:00+00:00,DE,SHORT,377.33,380.83,-0.9275700315373812,False,0,0.49331047467193745,0.5,Q2 2023
2023-04-10 04:00:00+00:00,TSLA,SHORT,184.51,186.79,-1.235705381822124,False,0,0.45013001818692455,0.5,Q2 2023
2023-04-11 04:00:00+00:00,EOG,LONG,121.68,122.31,0.517751479289937,True,0,0.6275693857424627,0.5,Q2 2023
2023-04-11 04:00:00+00:00,CAT,NEUTRAL,220.6,220.5,0.04533091568449425,True,0,0.6194638664491072,0.5,Q2 2023
2023-04-11 04:00:00+00:00,XLE,LONG,86.47,86.53,0.06938822713079944,True,0,0.6160095331320029,0.5,Q2 2023
2023-04-11 04:00:00+00:00,AMZN,LONG,99.92,97.83,-2.09167333867094,False,0,0.6144082012369052,0.5,Q2 2023
2023-04-11 04:00:00+00:00,NEM,NEUTRAL,49.92,49.71,0.42067307692307865,True,0,0.6099198355514467,0.5,Q2 2023
2023-04-11 04:00:00+00:00,FDX,LONG,231.53,229.47,-0.889733511855916,False,0,0.6076199336793802,0.5,Q2 2023
2023-04-11 04:00:00+00:00,CVX,LONG,169.22,169.82,0.3545680179647762,True,0,0.6067468904786913,0.5,Q2 2023
2023-04-11 04:00:00+00:00,SO,LONG,71.83,72.12,0.4037310316024032,True,0,0.5964594080279507,0.5,Q2 2023
2023-04-11 04:00:00+00:00,DE,SHORT,380.83,384.39,-0.9348003045978527,False,0,0.4943330170185481,0.5,Q2 2023
2023-04-11 04:00:00+00:00,AMD,SHORT,94.03,92.33,1.8079336382005773,True,0,0.5305425913699641,0.395,Q2 2023
2023-04-12 04:00:00+00:00,EOG,LONG,122.31,121.29,-0.8339465293107645,False,0,0.6292695741274184,0.5,Q2 2023
2023-04-12 04:00:00+00:00,CAT,LONG,220.5,221.67,0.5306122448979534,True,0,0.6074894993058639,0.5,Q2 2023
2023-04-12 04:00:00+00:00,CVX,LONG,169.82,172.09,1.3367094570722002,True,0,0.6025278931819413,0.5,Q2 2023
2023-04-12 04:00:00+00:00,XLE,LONG,86.53,87.07,0.6240610192996556,True,0,0.6013726418069114,0.5,Q2 2023
2023-04-12 04:00:00+00:00,NEM,NEUTRAL,49.71,51.02,-2.635284650975663,False,0,0.597807384417013,0.5,Q2 2023
